Term ,Subject,Course Number,Section,CRN,Schedule Type,Monday,Tuesday,Wednesday,Thursday,Friday,Begin Time,End Time,Building,Room ,Maximum Enrollment,Actual Enrollment,Wait List Capacity,Wait List Count,All Instructors,Restrictions,Signature Req,Cross Listing
201710,CHEM,2301,B02,10448,B,,,,R,,1305,1655,CHEMISTRY PODIUM,115,24,24,0,0,"Aleman-Milan, G.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,2301,B03,10449,B,,,,,F,1335,1725,CHEMISTRY PODIUM,115,0,0,0,0,"Aleman-Milan, G.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,2301,B99,10450,B,,,,,,,,,,7,1,0,0,"Aleman-Milan, G.",,S,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,2401,1,10451,L,M,,W,,F,835,925,KENNETH C ROWE MANAG,1028,380,329,0,0,"Thompson, A.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,2401,B01,10452,B,,T,,,,1005,1255,CHEMISTRY PODIUM,121,60,47,0,0,"Moya Barrios, R.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,2401,B02,10453,B,,T,,,,1405,1655,CHEMISTRY PODIUM,121,60,60,0,0,"Moya Barrios, R.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,2401,B03,10454,B,,,W,,,1335,1625,CHEMISTRY PODIUM,121,30,31,0,0,"Moya Barrios, R.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,2401,B04,10455,B,,,,R,,1005,1255,CHEMISTRY PODIUM,121,60,40,0,0,"Moya Barrios, R.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,2401,B05,10456,B,,,,R,,1405,1655,CHEMISTRY PODIUM,121,30,31,0,0,"Moya Barrios, R.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,2401,B06,10457,B,,,,,F,1335,1625,CHEMISTRY PODIUM,121,60,59,0,0,"Moya Barrios, R.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,2401,B07,10458,B,M,,,,,1335,1625,CHEMISTRY PODIUM,121,30,30,0,0,"Moya Barrios, R.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,2401,B08,10459,B,,,W,,,935,1225,CHEMISTRY PODIUM,121,30,28,0,0,"Moya Barrios, R.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,2401,B99,10460,B,,,W,,,935,1225,,,20,3,0,0,"Moya Barrios, R.",,S,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,2442,1,10461,L,,,,,F,1335,1525,LSC-COMMON AREA,C240,94,71,0,0,"Williams, C.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,2442,1,10461,L,,T,,,,1435,1625,SIR JAMES DUNN,117,94,71,0,0,"Williams, C.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,3103,1,10462,L,M,,W,,F,935,1025,LSC-COMMON AREA,C332,70,43,0,0,"Turculet, L.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,3103,B01,10463,B,,,W,,,1335,1725,CHEMISTRY PODIUM,118,20,17,0,0,"Whalen, J.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,3103,B02,10464,B,,,,R,,1305,1655,CHEMISTRY PODIUM,118,20,15,0,0,"Whalen, J.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,3103,B03,10465,B,,,,,F,1335,1725,CHEMISTRY PODIUM,118,20,11,0,0,"Whalen, J.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,3103,B99,10466,B,,,,,,,,,,10,0,0,0,"Whalen, J.",,S,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,3301,1,10467,L,M,,W,,F,835,925,CHEMISTRY,540,35,17,0,0,"Zwanziger, J.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,3305,1,10468,L,,T,,R,,835,955,CHEMISTRY,223,40,32,0,0,"White, M.",,,PHYC 3303
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,3305,B01,10469,B,,T,,,,1005,1355,CHEMISTRY PODIUM,115,40,32,0,0,"Aleman-Milan, G.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,3404,1,10471,L,M,,W,,F,1135,1225,CHEMISTRY,223,48,47,0,0,"Cozens, F.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,3404,B01,10472,B,M,,,,,1335,1725,CHEMISTRY PODIUM,121,16,17,0,0,"Moya Barrios, R.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,3404,B02,10473,B,,,W,,,1335,1725,CHEMISTRY PODIUM,121,16,15,0,0,"Moya Barrios, R.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,3404,B03,10474,B,,,,R,,1335,1725,CHEMISTRY PODIUM,121,16,15,0,0,"Moya Barrios, R.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,3801,1,10476,L,,,,,,,,,,10,1,0,0,"Wentzell, P.",R,S,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,4311,1,10477,L,M,,W,,F,1235,1325,LSC-COMMON AREA,C334,40,21,0,0,"Andreas, H.",,,CHEM 5311
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,4401,1,10478,L,M,,W,,F,1035,1125,CHEMISTRY,223,40,18,0,0,"Speed, A.",,,CHEM 5401
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,4595,1,10479,L,M,,W,,F,1335,1425,SIR JAMES DUNN,101,30,15,0,0,"Martin, R.",,,"OCEA 4595, OCEA 5595, PHYC 4595, PHYC 5595"
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,4602,1,10480,L,,T,,R,,1435,1555,HENRY HICKS ACADEMIC,217,20,6,0,0,"Rainey, J.",,,"BIOC 4702, BIOC 5702, CHEM 5602"
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,4801,1,10481,L,,,,,,,,,,5,1,0,0,"Schepp, N.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,4801X,1,13500,L,,,,,,,,,,5,0,0,0,"Schepp, N.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,4802,1,10482,L,,,,,,,,,,5,0,0,0,"Schepp, N.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,4802X,1,13501,L,,,,,,,,,,5,0,0,0,"Schepp, N.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,4901X,1,13502,L,,,,,,,,,,30,17,0,0,"Schepp, N.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,5120,1,14432,L,,,,,,,,,,10,1,0,0,"Stradiotto, M.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,5311,1,12829,L,M,,W,,F,1235,1325,LSC-COMMON AREA,C334,10,2,0,0,"Andreas, H.",R,,CHEM 4311
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,5401,1,12830,L,M,,W,,F,1035,1125,CHEMISTRY,223,10,0,0,0,"Speed, A.",,,CHEM 4401
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,5509,1,12831,L,,,,,F,1335,1525,CHEMISTRY,226,10,1,0,0,"Stradiotto, M.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,5509,1,12831,L,,T,,R,,1205,1255,CHEMISTRY,226,10,1,0,0,"Stradiotto, M.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,5509,1,12831,L,M,,W,,,1335,1425,CHEMISTRY,226,10,1,0,0,"Stradiotto, M.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,5602,1,12832,L,,T,,R,,1435,1555,HENRY HICKS ACADEMIC,217,10,0,0,0,"Rainey, J.",,,"BIOC 4702, BIOC 5702, CHEM 4602"
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,6153,1,14431,L,,,,,,,,,,20,3,0,0,"Stradiotto, M.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,6509,1,10483,L,,,,,F,1335,1525,CHEMISTRY,226,10,2,0,0,"Stradiotto, M.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,6509,1,10483,L,,T,,R,,1205,1255,CHEMISTRY,226,10,2,0,0,"Stradiotto, M.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,6509,1,10483,L,M,,W,,,1335,1425,CHEMISTRY,226,10,2,0,0,"Stradiotto, M.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,8891,1,10484,W,,,,,,,,,,5,0,0,0,"Zhang, P.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,8892,1,10485,W,,,,,,,,,,5,0,0,0,"Zhang, P.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,8893,1,10486,W,,,,,,,,,,5,1,0,0,"Zhang, P.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,8895,1,10487,W,,,,,,,,,,99,0,0,0,"Zhang, P.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,9000,1,12833,S,,,,,,,,,,40,24,0,0,"Stradiotto, M.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHEM,9530,1,12834,S,,,,,,,,,,40,26,0,0,"Stradiotto, M.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHIN,1031,1,10488,L,M,,W,,F,1235,1325,MCCAIN ARTS&SS,2018,30,29,10,0,"Luo, S.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHIN,1031,2,10489,L,M,,W,,F,1135,1225,MCCAIN ARTS&SS,2018,30,28,10,0,"Xu, C.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHIN,1031,T01,10490,T,,,,,,,,,,60,57,10,0,STAFF,,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHIN,2031,1,10491,L,M,,W,,F,1335,1425,MCCAIN ARTS&SS,2018,25,19,10,0,"Luo, S.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHIN,2070,1,10493,L,,T,,R,,1005,1125,LSC-COMMON AREA,C332,15,15,10,0,"Austin, C.",,,RELS 2013
,,,,,,,,,,,,,,,,,,,,,,
201710,CHIN,2082,1,10495,L,,,,,F,1435,1525,KING'S NEW ACAD,KTS,15,1,0,0,"Kow, S.",,,"CTMP 2102, EMSP 2390, HSTC 2811"
,,,,,,,,,,,,,,,,,,,,,,
201710,CHIN,2082,1,10495,L,,,W,,,1435,1625,KING'S NEW ACAD,KTS,15,1,0,0,"Kow, S.",,,"CTMP 2102, EMSP 2390, HSTC 2811"
,,,,,,,,,,,,,,,,,,,,,,
201710,CHIN,2290,1,10496,L,M,,W,,,1605,1725,LSC-COMMON AREA,C240,10,9,0,0,"Cyrus, T.",,,ECON 2213
,,,,,,,,,,,,,,,,,,,,,,
201710,CHIN,3080,1,10497,L,M,,W,,,1005,1125,MCCAIN ARTS&SS,2170,18,9,0,0,"Luo, S.",,,ENGL 3087
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,50,1,10498,L,M,,W,,F,1235,1325,AGRICULTURAL COX INSTITUTE,24,20,0,0,0,"MacDonald, M.",,S,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,50,B01,10499,B,,,,,,,,,,20,0,0,0,"MacDonald, M.",,S,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,1000,1,10500,L,M,,W,,F,1335,1425,AGRICULTURAL COX INSTITUTE,24,104,51,0,0,"Pitts, N.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,1000,2,10501,L,M,,W,,F,1135,1225,AGRICULTURAL COX INSTITUTE,257,88,68,0,0,"Pitts, N.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,1000,B01,10502,B,,,,,F,1435,1525,AGRICULTURAL COX INSTITUTE,164,24,4,0,0,"LeLacheur, A./ McNeil, P./ Mullin, D.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,1000,B01,10502,B,,,,,F,1535,1725,AGRICULTURAL COX INSTITUTE,245,24,4,0,0,"LeLacheur, A./ McNeil, P./ Mullin, D.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,1000,B02,10503,B,M,,,,,1435,1525,AGRICULTURAL COX INSTITUTE,257,24,24,0,0,"LeLacheur, A./ Mullin, D./ Pitts, N.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,1000,B02,10503,B,M,,,,,1535,1725,AGRICULTURAL COX INSTITUTE,240,24,24,0,0,"LeLacheur, A./ Mullin, D./ Pitts, N.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,1000,B03,10504,B,,,W,,,1435,1525,AGRICULTURAL COX INSTITUTE,164,24,8,0,0,"McNeil, P./ LeLacheur, A./ Pitts, N.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,1000,B03,10504,B,,,W,,,1535,1725,AGRICULTURAL COX INSTITUTE,245,24,8,0,0,"McNeil, P./ LeLacheur, A./ Pitts, N.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,1000,B04,10505,B,,,,,F,1435,1525,AGRICULTURAL COX INSTITUTE,164,24,7,0,0,"McNeil, P./ LeLacheur, A./ Pitts, N.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,1000,B04,10505,B,,,,,F,1535,1725,AGRICULTURAL COX INSTITUTE,246,24,7,0,0,"McNeil, P./ LeLacheur, A./ Pitts, N.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,1000,B05,10506,B,M,,,,,1435,1525,AGRICULTURAL COX INSTITUTE,257,24,24,0,0,"Mullin, D./ LeLacheur, A./ Pitts, N.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,1000,B05,10506,B,M,,,,,1535,1725,AGRICULTURAL COX INSTITUTE,245,24,24,0,0,"Mullin, D./ LeLacheur, A./ Pitts, N.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,1000,B06,10507,B,M,,,,,1435,1525,AGRICULTURAL COX INSTITUTE,257,24,12,0,0,"Mullin, D./ LeLacheur, A./ Pitts, N.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,1000,B06,10507,B,M,,,,,1535,1725,AGRICULTURAL COX INSTITUTE,246,24,12,0,0,"Mullin, D./ LeLacheur, A./ Pitts, N.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,1000,B07,10508,B,,,,R,,1435,1525,AGRICULTURAL COX INSTITUTE,138,24,17,0,0,"LeLacheur, A./ Pitts, N.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,1000,B07,10508,B,,,,R,,1535,1725,AGRICULTURAL COX INSTITUTE,245,24,17,0,0,"LeLacheur, A./ Pitts, N.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,1000,B08,10509,B,,,W,,,1435,1525,AGRICULTURAL COX INSTITUTE,164,8,7,0,0,"LeLacheur, A./ McNeil, P./ Pitts, N.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,1000,B08,10509,B,,,W,,,1535,1725,AGRICULTURAL COX INSTITUTE,246,8,7,0,0,"LeLacheur, A./ McNeil, P./ Pitts, N.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,1000,B09,10510,B,,,W,,,1435,1525,AGRICULTURAL COX INSTITUTE,164,16,16,0,0,"LeLacheur, A./ McNeil, P./ Pitts, N.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,1000,B09,10510,B,,,W,,,1535,1725,AGRICULTURAL COX INSTITUTE,246,16,16,0,0,"LeLacheur, A./ McNeil, P./ Pitts, N.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,2000,1,10511,L,,,W,,F,1005,1125,AGRICULTURAL COX INSTITUTE,257,100,57,0,0,"Hoyle, J.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,2000,B01,10512,B,,,,R,,1135,1225,AGRICULTURAL COX INSTITUTE,136,20,14,0,0,"Tate, M./ Fergus, F.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,2000,B01,10512,B,,,,R,,1235,1425,AGRICULTURAL COX INSTITUTE,240,20,14,0,0,"Tate, M./ Fergus, F.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,2000,B02,10513,B,,,,R,,1135,1225,AGRICULTURAL COX INSTITUTE,136,20,8,0,0,"Fergus, F./ Tate, M.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,2000,B02,10513,B,,,,R,,1235,1425,AGRICULTURAL COX INSTITUTE,245,20,8,0,0,"Fergus, F./ Tate, M.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,2000,B03,10514,B,,T,,,,1135,1225,AGRICULTURAL COX INSTITUTE,262,20,20,0,0,"Tate, M.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,2000,B03,10514,B,,T,,,,1235,1425,AGRICULTURAL COX INSTITUTE,240,20,20,0,0,"Tate, M.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,2000,B04,10515,B,M,,,,,835,925,AGRICULTURAL COX INSTITUTE,164,20,11,0,0,"Tate, M./ Fergus, F.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,2000,B04,10515,B,M,,,,,935,1125,AGRICULTURAL COX INSTITUTE,240,20,11,0,0,"Tate, M./ Fergus, F.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,2000,B05,10516,B,M,,,,,835,925,AGRICULTURAL COX INSTITUTE,164,20,4,0,0,"Fergus, F./ Tate, M.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,2000,B05,10516,B,M,,,,,935,1125,AGRICULTURAL COX INSTITUTE,245,20,4,0,0,"Fergus, F./ Tate, M.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,3010,1,10518,L,,,W,,F,835,955,AGRICULTURAL COX INSTITUTE,261,20,5,0,0,"Pitts, N./ McNeil, P.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,3010,B01,10519,B,M,,,,,835,1125,AGRICULTURAL COX INSTITUTE,222,20,5,0,0,"McNeil, P.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,3011,1,10520,L,M,,,R,,835,955,AGRICULTURAL COX INSTITUTE,43,22,12,0,0,"Hoyle, J.",,,CHMA 3012
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,3011,B01,10521,B,,,,,F,1135,1425,AGRICULTURAL COX INSTITUTE,240,22,12,0,0,"Tate, M./ Hoyle, J.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,3012,1,10522,L,M,,,R,,835,955,AGRICULTURAL COX INSTITUTE,43,10,2,0,0,"Hoyle, J.",,,CHMA 3011
,,,,,,,,,,,,,,,,,,,,,,
201710,CHMA,4001,1,10523,L,,,,,,,,,,5,0,0,0,"Hoyle, J.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,3101,1,10524,L,,,,R,,1135,1325,,,180,135,0,0,"Lake, C.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,3101,1,10524,L,,T,,,,1135,1225,,,180,135,0,0,"Lake, C.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,3101,B01,10525,B,,,W,,,1235,1425,,,60,33,0,0,"Lake, C.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,3101,B02,10526,B,,,,,F,1235,1425,,,60,35,0,0,"Lake, C.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,3101,B03,10527,B,M,,,,,935,1125,,,70,67,0,0,"Lake, C.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,3101,T01,10528,T,,,,R,,1335,1425,,,180,135,0,0,"Lake, C.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,3300,1,10529,L,M,,W,,F,1135,1225,,,86,71,0,0,"Wilson, A.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,3300,T01,10530,T,M,,,,,1535,1825,,,86,71,0,0,"Wilson, A.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,3505,1,10531,L,M,,W,,F,835,925,,,86,74,0,0,"El Naggar, H.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,3505,T01,10532,T,,,,R,,1605,1755,,,86,74,0,0,"El Naggar, H.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,3705,1,10533,L,,,W,,F,1005,1125,,,86,72,0,0,"Sadeghian, P.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,3705,B01,10534,B,M,,,,,1235,1425,,,43,43,0,0,"Sadeghian, P.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,3705,B02,10535,B,,,W,,,1435,1625,,,43,29,0,0,"Sadeghian, P.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,3705,T01,10536,T,,,,,F,1435,1625,,,76,72,0,0,"Sadeghian, P.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,3725,1,10537,L,,T,,R,,1005,1125,,,86,72,0,0,"Doncaster, A.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,3725,T01,10538,T,M,,,,,1235,1455,,,43,29,0,0,"Doncaster, A.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,3725,T02,10539,T,,,W,,,1435,1655,,,43,43,0,0,"Doncaster, A.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,3830,1,10540,L,,T,,R,,1435,1555,,,138,103,0,0,"Ali, N.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,3830,B01,10541,B,M,,,,,935,1125,,,69,27,0,0,"Ali, N.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,3830,B02,10542,B,,,,,F,1235,1425,,,74,76,0,0,"Ali, N.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,4111,1,10543,L,M,,W,,F,1035,1125,,,96,72,0,0,"El Naggar, H.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,4111,T01,10544,T,,T,,,,1735,1925,,,96,72,0,0,"El Naggar, H.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,4200,1,10545,L,M,,W,,F,835,925,,,53,22,0,0,"Ali, N.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,4200,T01,10546,T,,T,,,,1135,1325,,,53,22,0,0,"Ali, N.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,4431,1,10547,L,M,,W,,,1135,1255,,,25,17,0,0,"Hansen, D.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,4431,T01,10548,T,,,W,,,1435,1725,,,25,17,0,0,"Hansen, D.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,4440,1,10549,L,M,,W,,F,935,1025,,,68,54,0,0,"Walsh, M.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,4440,B01,10550,B,,,,,F,1135,1325,,,34,22,0,0,"Walsh, M.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,4440,B02,10551,B,M,,,,,1605,1755,,,34,32,0,0,"Walsh, M.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,4440,T01,10552,T,M,,,,,1605,1755,,,34,21,0,0,"Walsh, M.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,4440,T02,10553,T,,,,,F,1135,1325,,,34,33,0,0,"Walsh, M.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,4515,1,10554,L,M,,W,,,1305,1425,,,65,52,0,0,STAFF,R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,4515,T01,10555,T,,,,,F,1435,1625,,,65,52,0,0,STAFF,,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,4525,1,10556,L,,T,,R,F,1335,1425,,,55,54,0,0,"Bezanson, K.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,4525,T01,10557,T,,,,R,,1135,1325,,,55,54,0,0,"Bezanson, K.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,4541,1,10558,L,,T,,R,,1005,1125,,,33,22,0,0,"Taheri, F.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,4541,T01,10559,T,,,,R,,1435,1625,,,33,22,0,0,"Taheri, F.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,4801,1,10560,L,,,,R,,1635,1725,,,69,55,0,0,"Doncaster, A.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,5541,1,12835,L,,T,,R,,1005,1125,,,10,4,0,0,"Taheri, F.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,5541,T01,12836,T,,,,R,,1435,1625,,,10,4,0,0,"Taheri, F.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,6000,1,12837,L,,,,,,,,,,10,0,0,0,"El Naggar, H.",R,S,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,6108,1,12838,L,,,,,,,,,,50,13,0,0,"El Naggar, H.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,6115,1,14412,L,,,,,,,,,,10,5,0,0,"Walsh, M.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,6119,1,12839,L,,,,,,,,,,5,2,0,0,"Ali, N.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,6144,1,14366,L,,,,,,,,,,10,6,0,0,"Lake, C.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,6157,1,14411,L,,,,,,,,,,10,6,0,0,"Sadeghian, P.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,7000,1,12841,L,,,,,,,,,,5,2,0,0,"El Naggar, H.",R,S,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,7105,1,12842,L,,,,,,,,,,30,20,0,0,"El Naggar, H.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,8500,1,10561,L,,,,,,,,,,5,0,0,0,"El Naggar, H.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,8891,1,10562,W,,,,,,,,,,9999,3,0,0,"Hansen, D.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,8892,1,10563,W,,,,,,,,,,9999,9,0,0,"Hansen, D.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,9000,1,12843,S,,,,,,,,,,30,13,0,0,"El Naggar, H.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CIVL,9530,1,12844,S,,,,,,,,,,30,19,0,0,"El Naggar, H.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CLAS,0400X,1,13503,L,,,,,,,,,,10,4,0,0,"MacLeod, L.",,,
,,,,,,,,,,,,,,,,,,,,,,
201710,CLAS,1100X,1,13504,L,M,,W,,F,1435,1525,CHEMISTRY,125,95,89,20,0,"O'Brien, P.",,,"CLAS 2100X, RELS 1200X"
,,,,,,,,,,,,,,,,,,,,,,
201710,CLAS,1100X,T01,13505,T,,,,,F,1435,1525,SIR JAMES DUNN,304,30,30,0,0,"O'Brien, P.",,,
,,,,,,,,,,,,,,,,,,,,,,
